code,name,total_return,trade_count,max_drawdown,sharpe_ratio
2409,雅克科技,4.472197037083541,14.5,0.3207204042502821,1.1928372719205922
301151,冠龙节能,4.468711520350342,14.0,0.2727956507315644,1.304024885665929
300112,万讯自控,4.4551249823444055,18.0,0.3348220423476459,1.0175851777730562
300516,久之洋,4.4470534527539245,16.0,0.3811608597318182,0.9903615968459056
2813,路畅科技,4.355183872726214,15.5,0.3308685790408207,1.015506521992283
2066,瑞泰科技,4.353297913760334,15.5,0.2804676830531984,1.2011671659420058
300650,太龙股份,4.346725791040666,11.5,0.3652561722467618,1.1541810224048414
300812,易天股份,4.293987194010681,11.0,0.2733094979014462,1.0854297322614517
2907,华森制药,4.291387988066443,7.5,0.1991465149359883,1.1334781112547698
11,深物业A,4.283200380815026,12.0,0.3104752377683249,1.0818906976367326
2474,榕基软件,4.2595134882392784,12.0,0.3242074621188467,1.1789651829268888
301392,汇成真空,4.243297984915425,8.0,0.2397073032952497,2.2095678845988327
2199,东晶电子,4.229716415697053,19.0,0.3359602695329803,1.0568135953455482
300539,横河精密,4.226535952800339,16.5,0.3783862379684618,0.9534071477819352
532,华金资本,4.215745150749995,19.0,0.2939129905565641,1.088467251661513
2893,京能热力,4.189249462712001,19.5,0.3093601525501669,1.1948954116903276
301136,招标股份,4.17395465827178,9.5,0.3310749394230767,1.267267409661723
300467,迅游科技,4.168769253668756,14.0,0.2748318730619045,0.9424169704300792
2298,中电鑫龙,4.116659088228247,17.0,0.3529061395849117,1.1716823213675542
300478,杭州高新,4.084161426755039,7.0,0.2135706340378195,1.1787991759910237
300424,航新科技,4.045184739820486,15.0,0.3560839048927273,1.0826231014881529
300106,西部牧业,4.037853996476407,18.5,0.370040927486259,0.901436977130229
2913,奥士康,4.027992469436629,12.0,0.2341687704183231,1.2386993987837638
2767,先锋电子,4.023073882508502,19.0,0.2490141022809723,1.167231702466741
301053,远信工业,4.00701008596366,14.5,0.3548428415495313,1.0395196782872178
2295,精艺股份,4.004970609736845,19.0,0.3752675420241523,1.187079570641273
300884,狄耐克,3.9539639209086648,13.5,0.2714797517753184,1.0398538369038413
2674,兴业科技,3.950331289447507,13.5,0.3134890272652061,1.1448720979155722
2877,智能自控,3.914081873535248,8.0,0.2121621621621628,1.202115075657259
2184,海得控制,3.899990910608037,14.0,0.2841270149208691,0.9722507100893136
300691,联合光电,3.879840728366422,11.5,0.242826780021254,1.0438740172793075
705,浙江震元,3.875829680295933,11.5,0.215482862895389,1.2181836028218669
300835,龙磁科技,3.8451821823328514,13.0,0.3703171574599818,1.015938388412774
2829,星网宇达,3.8410664855845065,9.5,0.2868455785305764,1.069021011106204
300549,优德精密,3.791891425193386,20.0,0.2899706152592615,0.8908001834177774
2845,同兴达,3.780249133658304,18.5,0.3289622472623884,0.8877247122187095
300831,ST派瑞,3.778180863267367,10.0,0.3383479766581031,1.083953561952414
2296,辉煌科技,3.75530600180973,14.0,0.2253773704796736,1.2763327898741892
300277,汽轮科技,3.74618802636223,13.0,0.3105742378836637,0.9556064037454852
300537,广信材料,3.740862751897324,25.0,0.364995009599787,0.881712891226069
600148,长春一东,3.731347268153343,12.5,0.1914609739826553,1.1019432437905434
300102,乾照光电,3.7152078812441234,14.0,0.3547233065036715,0.9571033464368892
2836,新宏泽,3.698690558396186,20.0,0.3876645319640767,0.9006840679742774
2584,西陇科学,3.6593189643089774,12.0,0.2243125904486253,1.1427386835410862
300124,汇川技术,3.628671568615703,9.5,0.2435469054302879,1.3090631080729664
300937,药易购,3.5849634141597075,19.5,0.3886971116889941,0.9802614903145214
300353,东土科技,3.5665008805846004,11.0,0.2670955777052182,0.931167585958487
2782,可立克,3.548618360405759,9.5,0.189237668161435,1.180758065838906
300228,富瑞特装,3.547066831019884,7.0,0.194585448392555,1.285374692352053
570,苏常柴Ａ,3.5444733189272952,18.0,0.2788133550661587,0.9964162905908048
300269,联建光电,3.50028726229593,9.0,0.2048880275624463,1.0927479817900074
300553,集智股份,3.485311832953585,16.0,0.3543879726503278,0.895479543807254
2046,国机精工,3.469838741611267,11.5,0.2750496373036624,1.0855016651333538
2806,华锋股份,3.440868643129539,18.0,0.3590245758538878,0.8882364238334284
2899,英派斯,3.412122373413069,11.5,0.2503655490632272,1.1288456555459878
300864,南大环境,3.408815972401068,13.0,0.302300042420743,1.0786925683957589
2659,凯文教育,3.3874822135992018,8.0,0.2775132615564992,1.1281175334007538
2442,龙星科技,3.3710286795707862,10.5,0.2504930966469433,1.0747437364953412
300652,雷迪克,3.3702697371279493,8.0,0.2110311750599521,1.1704526216924316
300508,维宏股份,3.364517143200564,12.0,0.25833831440526,1.074111087021482
300817,双飞集团,3.3602915589726456,10.0,0.3232740029329732,1.0347805357100288
300899,上海凯鑫,3.3493383503340413,18.0,0.3339731842603365,0.9122679753170716
300585,奥联电子,3.332058998098294,14.0,0.2430587549292467,0.8939874781600511
1314,亿道信息,3.330243823730457,12.0,0.3227331327889979,1.4114262936380546
600097,开创国际,3.3265870391002825,18.0,0.3475043927683183,1.1344041036383188
300716,*ST泉为,3.31118446334649,11.0,0.3172388931881741,0.9441880845145932
962,东方钽业,3.286301440710921,18.5,0.3349766520447149,0.9468659462041672
300989,蕾奥规划,3.278099511430122,10.0,0.2779700458010141,1.0513211817973205
565,渝三峡Ａ,3.2759598066934483,8.0,0.224489795918368,1.182754103778024
301306,西测测试,3.2692994839392595,12.0,0.3707990368523513,1.3392629072587383
590,古汉医药,3.2084250106847083,15.0,0.3422391857506357,1.0193222005654674
2811,郑中设计,3.2007925442013807,18.0,0.3445747800586511,0.8806756559640858
2347,泰尔股份,3.199476637850764,15.5,0.3498784220093195,0.9978696353638814
300552,万集科技,3.198381536792718,6.0,0.2044424297370806,1.151180444785341
2394,联发股份,3.1896608369937685,9.0,0.2481962481962489,1.1678189057940969
300694,蠡湖股份,3.189456503699046,10.0,0.3904225365549991,1.2145032094101793
300306,远方信息,3.186776491738436,18.0,0.2856550201996053,0.9371582237977858
919,金陵药业,3.168434628208959,12.5,0.2747570476888079,1.1004862362097418
2580,圣阳股份,3.167719008732168,8.5,0.3277518214787465,1.094193824676853
300263,隆华科技,3.1632157483312517,9.0,0.2556689390893775,0.9655425400648442
1202,炬申股份,3.161596273596382,17.0,0.2853298878923773,1.0990612455931037
300335,迪森股份,3.1589888403309025,11.0,0.3145403959336545,1.058883340624667
300847,中船汉光,3.141946573839868,10.5,0.2769378975420687,1.0876650809601314
2886,沃特股份,3.125850502093912,12.0,0.2213505133018679,0.9767371217174032
2820,桂发祥,3.1161674246022315,20.0,0.2779426310583582,0.9076033531102092
300272,开能健康,3.100159190201005,9.5,0.2437604727048243,1.0200553451374257
2850,科达利,3.090204178113008,11.5,0.2766188828472564,0.900519084075378
300535,达威股份,3.0872448801507564,17.0,0.37500019359859,0.9269889779289896
300387,富邦科技,3.0573589375568275,11.0,0.2575579112681588,0.936705182746998
605,渤海股份,3.0489884284626863,8.0,0.2064297800338404,1.2283896665093947
